weather_total_precipitation_mm,weather_rainy_days,weather_total_snowfall_cm,weather_days_below_freezing,weather_total_sunshine_hours,weather_days_pleasant_temp,weather_avg_daily_max_windspeed_ms,nearest_gas_station_distance_miles,nearest_gas_station_rating,nearest_gas_station_rating_count,competitors_count_4miles,competitor_1_google_rating,competitor_1_distance_miles,competitor_1_rating_count,distance_nearest_costco(5 mile),distance_nearest_walmart(5 mile),distance_nearest_target (5 mile),other_grocery_count_1mile,count_food_joints_0_5miles (0.5 mile),current_count,previous_count,client_id,street,city,zip,site_client_id,location_id,_match_type,age_on_30_sep_25,region,state,region_enc,state_enc,costco_enc,tunnel_count,carwash_type_encoded,primary_carwash_type,official_website,Address,latitude,longitude
482.1,54.0,0.7,4.0,3621.541978,94.0,20.80546448,0.41,4.4,101,12.0,4.9,0.43,818.0,,0.11,3.63,1.0,13.0,66424.99,71510.08,Monkey Shine,2518 Bob Bullock Loop,Laredo,78045,1029,1,chain+street+zip,9.0,South,TX,2,37,99.0,0,2,Flex,https://monkeyshinecarwash.com/,"Monkey Shine, 2518 Bob Bullock Loop, Laredo, TX, 78045",27.613834,-99.467364
989.8,117.0,3.99,26.0,3396.958664,182.0,15.12814208,0.04,4.3,12,3.0,4.9,0.18,2222.0,,0.24,,2.0,15.0,197919.48,211999.0,Big Peach Car Wash,126 N Lee St,Forsyth,31029,61,1,chain+street+zip,4.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://www.bigpeachusa.com/,"Big Peach Car Wash, 126 N Lee St, Forsyth, GA, 31029",33.0390694,-83.9384721
1138.7,137.0,0.0,0.0,3622.334228,159.0,15.01912568,0.76,3.0,5,12.0,4.0,1.54,102.0,2.79,0.87,1.09,1.0,9.0,156139.65,159408.71,Jules Car Wash,10060 US-301,Riverview,33569,656,1,chain+street+zip,9.0,South,FL,2,7,2.79,1,1,Express Tunnel,https://julescarwash.com/,"Jules Car Wash, 10060 US-301, Riverview, FL, 33569",27.8810228,-82.327289
428.4,37.0,0.0,0.0,3753.80355,227.0,15.3510929,0.05,3.4,13,11.0,3.0,0.28,6.0,2.4,2.31,0.26,2.0,20.0,39216.67,42351.99,Norco AUTO Spa,996 Mountain Ave,Norco,92860,1078,1,chain+street+zip,4.0,West,CA,4,3,2.4,0,2,Flex,https://www.norcochevronandautospa.com/,"Norco AUTO Spa, 996 Mountain Ave, Norco, CA, 92860",33.897458,-117.564028
823.7,115.0,105.14,139.0,3019.719422,119.0,20.43005464,0.32,4.8,9,8.0,2.7,1.13,3.0,,1.11,,1.0,5.0,126687.85,139129.67,Waterworks Express Car Wash,1557 Marinette Ave,Marinette,54143,1599,1,chain+street+zip,4.0,Midwest,WI,0,43,99.0,1,3,Full Service,https://waterworkscarwashes.com/services/index.html,"Waterworks Express Car Wash, 1557 Marinette Ave, Marinette, WI, 54143",45.0896047,-87.6501928
1521.9,94.0,9.24,27.0,3436.538878,138.0,16.12295082,0.62,4.2,87,11.0,4.9,1.06,1762.0,4.25,1.92,3.19,2.0,13.0,194240.15,205162.0,Carmel Car Wash,9115 Garland Rd,Dallas,75218,271,4,chain+street+zip,8.0,South,TX,2,37,4.25,1,3,Full Service,https://carmelcarwash.com/,"Carmel Car Wash, 9115 Garland Rd, Dallas, TX, 75218",32.8293748,-96.7083993
1058.9,137.0,0.0,0.0,3621.671386,162.0,14.63196721,0.35,4.0,412,11.0,4.8,0.81,683.0,,0.33,4.07,1.0,19.0,101821.92,109164.0,Radiant Express Car Wash,7104 Mariner Blvd,Spring Hill,34609,1137,5,chain+street+zip,3.0,South,FL,2,7,99.0,0,1,Express Tunnel,https://www.radiantexpresscarwash.com/contact-us/,"Radiant Express Car Wash, 7104 Mariner Blvd, Spring Hill, FL, 34609",28.530828,-82.511058
1121.1,143.0,56.91,109.0,2828.056983,132.0,17.73087432,0.09,4.3,112,10.0,3.4,0.58,114.0,,1.84,3.35,4.0,4.0,190208.88,205044.0,Wash Rite,151 Cadiz Rd,Wintersville,43953,1555,6,chain+street+zip,2.0,Midwest,OH,0,29,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/,"Wash Rite, 151 Cadiz Rd, Wintersville, OH, 43953",40.3753805,-80.7046964
1141.9,113.0,36.89,67.0,3068.677489,144.0,23.52923497,0.09,5.0,1,1.0,4.2,0.75,236.0,,,1.55,6.0,10.0,175345.76,189175.0,Atlantic City Car Wash,44 N Albany Ave,Atlantic City,8401,36,1,chain+street+zip,3.0,Northeast,NJ,1,25,99.0,1,1,Express Tunnel,http://atlanticcity.mywashaccount.com/,"Atlantic City Car Wash, 44 N Albany Ave, Atlantic City, NJ, 8401",39.352355,-74.456205
1023.4,113.0,34.79,94.0,3013.762967,130.0,19.63415301,0.68,2.8,17,4.0,4.0,2.51,570.0,,,1.77,,0.0,57816.83,60285.28,Wash Industries,1309 West Chester Pike,West Chester,19382,1534,1,chain+street+zip,8.0,Northeast,PA,1,32,99.0,0,1,Express Tunnel,https://www.washindustriesglobal.com/,"Wash Industries, 1309 West Chester Pike, West Chester, PA, 19382",39.9676879,-75.5527752
1172.2,88.0,5.18,20.0,3412.781869,148.0,21.47568306,0.21,4.2,144,9.0,4.0,0.21,2.0,,0.11,,1.0,20.0,109949.46,118676.0,Snap Clean,110 N Elm Street,Ennis,75119,1247,1,chain+street+zip,8.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://snapcleancarwash.com/,"Snap Clean, 110 N Elm Street, Ennis, TX, 75119",32.3325026,-96.6190816
533.1,50.0,0.0,2.0,3586.946442,173.0,14.52404372,0.07,3.3,18,8.0,4.3,1.05,519.0,3.57,2.79,2.48,,3.0,144267.36,146530.0,Lathrop Arco Car Wash,2050 Crestwood Ave,Manteca,95336,673,1,chain+street+zip,5.0,West,CA,4,3,3.57,1,1,In-Bay Automatic,https://www.gasbuddy.com/station/1879,"Lathrop Arco Car Wash, 2050 Crestwood Ave, Manteca, CA, 95336",37.825928,-121.2203029
1625.1,154.0,7.84,11.0,3388.153914,147.0,15.64153005,0.39,3.4,93,12.0,4.9,0.38,920.0,,0.26,2.4,1.0,9.0,50212.0,54929.48,Superior Almeda Car Wash,10126 Almeda Genoa Rd,Houston,77075,1383,1,chain+street+zip,12.0,South,TX,2,37,99.0,0,3,Full Service,https://www.allbiz.com/business/superior-almeda-car-wash-713-943-3434,"Superior Almeda Car Wash, 10126 Almeda Genoa Rd, Houston, TX, 77075",29.6270427,-95.2356065
1531.6,147.0,14.77,59.0,3121.014461,139.0,16.37322404,0.1,3.3,110,13.0,4.5,0.08,316.0,2.54,1.2,1.74,,3.0,64384.72,69916.0,Champion CW,1159 W Main St,Hendersonville,37075,290,2,chain+street+zip,7.0,South,TN,2,36,2.54,0,3,Hand Wash / Detail,https://www.championcarwashanddetailshop.com/,"Champion CW, 1159 W Main St, Hendersonville, TN, 37075",36.3084443,-86.6632135
1020.0,114.0,5.95,44.0,3321.993122,168.0,18.42185792,0.13,4.4,13,14.0,4.8,0.1,508.0,,1.72,0.24,4.0,7.0,60011.47,65019.0,Colonial Car Wash,6050 Wade Hampton Blvd,Taylors,29687,374,4,chain+street+zip,2.0,South,SC,2,34,99.0,0,2,Flex,https://colonialcw.com/wash-services/car-washing/,"Colonial Car Wash, 6050 Wade Hampton Blvd, Taylors, SC, 29687",34.935384,-82.276331
1558.6,141.0,15.19,55.0,3163.398586,134.0,16.13306011,0.06,3.9,213,11.0,5.0,0.67,95.0,,1.66,4.24,,5.0,58237.76,63484.0,Champion CW,3855 Dickerson Pike,Nashville,37207,293,10,chain+street+zip,4.0,South,TN,2,36,99.0,0,3,Hand Wash / Detail,https://www.championcarwashanddetailshop.com/,"Champion CW, 3855 Dickerson Pike, Nashville, TN, 37207",36.268287,-86.755473
1111.3,137.0,9.73,44.0,3326.649833,169.0,15.98114754,0.23,2.8,28,9.0,4.2,0.11,942.0,,3.32,3.66,3.0,11.0,88145.63,96159.27,Mr Clean Car Wash,2904 Holcomb Bridge Rd,Alpharetta,30022,1058,16,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 2904 Holcomb Bridge Rd, Alpharetta, GA, 30022",33.989681,-84.2761835
1221.2,128.0,3.99,12.0,3357.099731,132.0,15.70765027,0.05,4.7,61,15.0,4.6,0.09,557.0,,0.45,2.91,1.0,9.0,131208.91,143248.0,Mint Express Carwash,8640 Barker Cypress Rd,Houston,77095,1019,1,chain+street+zip,5.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://www.mintexpresscarwash.com/,"Mint Express Carwash, 8640 Barker Cypress Rd, Houston, TX, 77095",29.90405,-95.6847899
424.4,40.0,0.0,0.0,3592.213939,270.0,11.23606557,0.22,3.7,177,11.0,5.0,0.63,54.0,1.72,2.47,0.79,4.0,17.0,105865.89,116400.09,Brookhurst Express Car Wash,14571 Brookhurst St,Westminster,92683,233,1,chain+street+zip,4.0,West,CA,4,3,1.72,0,1,Express Tunnel,https://www.xpresscarwash.com/,"Brookhurst Express Car Wash, 14571 Brookhurst St, Westminster, CA, 92683",33.7506512,-117.9550813
1250.6,144.0,0.0,0.0,3620.302036,170.0,15.06666667,0.12,3.9,312,8.0,,0.65,,,0.37,,5.0,11.0,163115.19,178370.0,Radiant Express Car Wash,925 Cypress Pkwy,Kissimmee,34759,1131,3,chain+street+zip,4.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://www.radiantexpresscarwash.com/contact-us/,"Radiant Express Car Wash, 925 Cypress Pkwy, Kissimmee, FL, 34759",28.148142,-81.446066
1228.2,161.0,0.0,0.0,3658.435139,184.0,17.01557377,0.19,3.8,41,4.0,,2.97,,,3.0,0.71,1.0,6.0,170689.03,186733.0,Twins,2240 N Courtenay Pkwy,Merritt Island,32953,1489,1,chain+street+zip,2.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://www.twinsexpresscarwash.com/,"Twins, 2240 N Courtenay Pkwy, Merritt Island, FL, 32953",28.39651,-80.704089
988.6,127.0,9.66,39.0,3369.385003,176.0,16.93306011,0.59,4.3,110,9.0,4.7,1.25,261.0,1.97,0.31,0.12,1.0,3.0,24492.14,26662.0,Bulldog Car Wash,2920 Atlanta Hwy,Athens,30606,252,1,chain+street+zip,5.0,South,GA,2,8,1.97,0,2,Flex,https://www.bulldogcarwash.com/,"Bulldog Car Wash, 2920 Atlanta Hwy, Athens, GA, 30606",33.94529,-83.439461
478.2,80.0,71.68,112.0,3534.749672,113.0,15.13196721,0.29,3.4,5,12.0,4.9,0.48,32.0,2.25,1.74,3.07,1.0,2.0,169465.26,184501.0,Ocean Express,9640 Federal Blvd,Federal Heights,80260,1082,1,chain+street+zip,3.0,West,CO,4,4,2.25,1,2,Mobile,https://oceanexpressline.com/,"Ocean Express, 9640 Federal Blvd, Federal Heights, CO, 80260",39.8716138,-105.0244184
1346.2,143.0,4.41,11.0,3337.41255,133.0,14.49453552,0.16,4.0,23,14.0,,0.66,,2.15,2.57,2.78,4.0,1.0,65179.26,70983.0,Cadillac Express Carwash,2005 Bingle Rd,Houston,77055,255,6,chain+street+zip,3.0,South,TX,2,37,2.15,0,1,Express Tunnel,https://www.cadillacexpresscarwash.com/,"Cadillac Express Carwash, 2005 Bingle Rd, Houston, TX, 77055",29.8088545,-95.5012977
1306.7,121.0,50.61,68.0,3031.408011,143.0,19.29972678,0.14,3.4,73,3.0,4.0,0.74,89.0,,1.0,,,3.0,43424.92,47553.0,Mach 1 Express Wash,20945 N Dupont Blvd,Georgetown,19947,853,13,chain+street+zip,2.0,South,DE,2,6,99.0,0,2,Flex,https://mach1carwash.com/,"Mach 1 Express Wash, 20945 N Dupont Blvd, Georgetown, DE, 19947",38.68929,-75.397313
1464.5,144.0,14.91,57.0,3193.108511,134.0,16.26803279,0.34,1.7,3,6.0,4.4,0.84,154.0,0.9,2.24,1.34,5.0,2.0,128243.53,140472.0,Wash N Roll,6303 Charlotte Pike,Nashville,37209,1547,4,chain+street+zip,3.0,South,TN,2,36,0.9,1,1,Express Tunnel,https://www.mywashnroll.net/,"Wash N Roll, 6303 Charlotte Pike, Nashville, TN, 37209",36.145437,-86.870853
1131.4,95.0,17.57,41.0,3288.395031,154.0,19.25765027,0.7,3.9,185,7.0,4.0,0.67,225.0,,0.65,,2.0,2.0,80050.68,87240.0,Buff it Auto Wash,1408 E Wade Watts Ave,McAlester,74501,247,1,chain+street+zip,6.0,South,OK,2,30,99.0,0,1,Express Tunnel,https://sswash.com/buff-it-auto-wash-mcalester-pittsburg-county-oklahoma/,"Buff it Auto Wash, 1408 E Wade Watts Ave, McAlester, OK, 74501",34.923444,-95.751562
1169.1,132.0,8.61,45.0,3357.528828,170.0,16.8773224,0.06,3.7,217,12.0,4.1,0.89,279.0,,0.74,2.48,,2.0,55714.24,60853.0,Mach 1 Express Wash,9 Hillview Ave NE,Cartersville,30121,861,10,chain+street+zip,2.0,South,GA,2,8,99.0,0,2,Flex,https://mach1carwash.com/,"Mach 1 Express Wash, 9 Hillview Ave NE, Cartersville, GA, 30121",34.206632,-84.800175
1134.9,92.0,18.41,37.0,3388.298347,154.0,20.26639344,0.26,4.2,5,7.0,4.4,0.96,47.0,,0.73,,2.0,8.0,58100.47,63485.0,The Auto Spa,2002 W Main St,Durant,74701,1397,1,chain+street+zip,7.0,South,OK,2,30,99.0,0,2,Mobile,https://theautospa1.com/,"The Auto Spa, 2002 W Main St, Durant, OK, 74701",33.9967499,-96.3997585
1043.1,88.0,1.19,17.0,3362.659678,145.0,19.8704918,1.85,4.0,5,4.0,4.9,3.07,258.0,,4.38,3.79,,6.0,205010.66,226162.0,Suds Deluxe,2991 FM 1460,Georgetown,78626,1350,3,chain+street+zip,3.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://www.sudsdeluxe.com/,"Suds Deluxe, 2991 FM 1460, Georgetown, TX, 78626",30.5890293,-97.6571414
1358.7,89.0,16.94,29.0,3441.752825,133.0,18.3284153,0.18,3.7,63,7.0,,0.5,,0.05,2.55,0.53,2.0,15.0,94331.17,104073.0,Carmel Car Wash,5780 Eldorado Pkwy,Frisco,75034,273,2,chain+street+zip,8.0,South,TX,2,37,0.05,0,3,Full Service,https://carmelcarwash.com/,"Carmel Car Wash, 5780 Eldorado Pkwy, Frisco, TX, 75034",33.1754141,-96.8359488
1011.8,145.0,0.0,0.0,3631.560817,159.0,14.21830601,0.51,4.3,105,14.0,4.7,0.11,707.0,4.35,0.22,0.4,,4.0,173353.76,191790.0,Jammin Car Wash,21356 Walmart Way,Lutz,33548,642,1,chain+street+zip,5.0,South,FL,2,7,4.35,1,1,Express Tunnel,https://www.jammincarwash.com/,"Jammin Car Wash, 21356 Walmart Way, Lutz, FL, 33548",28.176909,-82.46477
534.7,41.0,0.0,0.0,3627.181828,247.0,11.52295082,0.44,4.3,274,14.0,,0.61,,3.27,0.73,1.58,4.0,13.0,128957.47,143124.0,Atlantic Express,7700 Atlantic Ave,Cudahy,90201,37,1,chain+street+zip,4.0,West,CA,4,3,3.27,1,3,Full Service,https://www.atlanticexpresscorp.com/,"Atlantic Express, 7700 Atlantic Ave, Cudahy, CA, 90201",33.9653475,-118.1864171
1022.2,145.0,0.0,0.0,3604.636003,157.0,14.7442623,0.58,3.6,75,14.0,4.0,0.14,587.0,2.56,1.66,1.84,3.0,18.0,49224.97,54103.0,Jules Car Wash,654 W Brandon Blvd,Brandon,33511,657,2,chain+street+zip,6.0,South,FL,2,7,2.56,0,1,Express Tunnel,https://julescarwash.com/,"Jules Car Wash, 654 W Brandon Blvd, Brandon, FL, 33511",27.9378376,-82.2932848
1250.4,137.0,5.95,10.0,3358.582794,131.0,14.92978142,0.36,3.7,54,15.0,3.5,0.09,425.0,4.77,1.96,2.94,3.0,9.0,34166.77,37985.0,Superior Texas Car Wash,7920 Hwy 6,Houston,77083,1389,1,chain+street+zip,6.0,South,TX,2,37,4.77,0,3,Hand Wash / Detail,http://superior2920carwash.com/,"Superior Texas Car Wash, 7920 Hwy 6, Houston, TX, 77083",29.692899,-95.644466
466.0,38.0,0.0,0.0,3575.230903,270.0,10.35,0.73,3.7,7,12.0,,0.1,,3.38,0.77,1.94,1.0,8.0,109408.47,121867.0,Drive Thru Express,590 N Magnolia Ave,Anaheim,92801,434,1,chain+street+zip,2.0,West,CA,4,3,3.38,0,1,Express Tunnel,https://www.drivethruexpresscarwash.com/,"Drive Thru Express, 590 N Magnolia Ave, Anaheim, CA, 92801",33.8393559,-117.9755835
1231.3,146.0,0.0,0.0,3649.138661,175.0,15.45765027,0.13,4.2,63,14.0,5.0,1.56,3.0,,4.04,4.11,2.0,1.0,13127.43,15024.61,Venice Car Wash,700 S Tamiami Trail,Venice,34285,1501,1,chain+street+zip,15.0,South,FL,2,7,99.0,0,1,Express Tunnel,https://linkscarwash.com/locations/venice/s-tamiami-trl-22/,"Venice Car Wash, 700 S Tamiami Trail, Venice, FL, 34285",27.0888194,-82.4438975
997.7,108.0,30.45,84.0,3001.882567,137.0,16.99480874,0.43,3.8,211,14.0,3.8,0.51,337.0,,1.49,0.38,9.0,20.0,132732.94,151059.71,Wash Industries,1400 S Broad St,Philadelphia,19146,1535,4,chain+street+zip,7.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.washindustriesglobal.com/,"Wash Industries, 1400 S Broad St, Philadelphia, PA, 19146",39.9327783,-75.1683637
973.8,119.0,78.75,119.0,2962.680783,136.0,18.3136612,1.45,5.0,2,1.0,3.2,0.17,420.0,,4.11,,2.0,2.0,19107.04,20976.58,Sparta Car Wash,519 Lafayette Rd,Sparta Township,7871,1286,1,chain+street+zip,11.0,Northeast,NJ,1,25,99.0,0,3,Hand Wash / Detail,,"Sparta Car Wash, 519 Lafayette Rd, Sparta Township, NJ, 7871",41.077785,-74.660805
1154.7,132.0,8.4,40.0,3345.939872,173.0,15.84672131,0.19,4.4,199,14.0,4.5,0.15,256.0,,1.6,4.35,2.0,12.0,80504.78,89951.0,Fast Trac,550 Maxham Rd,Austell,30168,493,1,chain+street+zip,3.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.ftcarwash.com/,"Fast Trac, 550 Maxham Rd, Austell, GA, 30168",33.7904146,-84.6218277
1278.2,124.0,3.92,12.0,3363.293192,130.0,16.70737705,0.16,3.7,62,11.0,2.3,0.13,3.0,3.76,0.64,1.15,5.0,16.0,30790.11,35246.22,Superior Fry Car Wash,2205 Fry Rd,Katy,77449,1385,1,chain+street+zip,13.0,South,TX,2,37,3.76,0,2,Flex,http://www.frycarwash.com/,"Superior Fry Car Wash, 2205 Fry Rd, Katy, TX, 77449",29.798672,-95.719652
1016.3,109.0,31.5,87.0,2985.32355,131.0,17.84125683,0.47,4.5,157,13.0,,0.95,,,1.09,1.05,5.0,7.0,98472.83,109895.27,Wash Industries,9915 Bustleton Ave,Philadelphia,19115,1529,9,chain+street+zip,7.0,Northeast,PA,1,32,99.0,0,1,Express Tunnel,https://www.washindustriesglobal.com/,"Wash Industries, 9915 Bustleton Ave, Philadelphia, PA, 19115",40.097665,-75.029957
1237.9,117.0,40.81,79.0,3057.610064,135.0,20.18196721,0.43,3.8,20,13.0,4.1,0.27,245.0,,2.61,0.78,1.0,9.0,37861.06,42242.0,Sunrise Car Wash,1820 Sunrise Hwy,Merrick,11566,1365,1,chain+street+zip,4.0,Northeast,NY,1,28,99.0,0,2,Flex,https://www.thesunrisecarwash.com/sunrise-car-wash,"Sunrise Car Wash, 1820 Sunrise Hwy, Merrick, NY, 11566",40.6610585,-73.5587834
502.5,41.0,0.0,0.0,3633.960464,226.0,16.83934426,0.37,4.2,43,7.0,3.8,0.17,74.0,,0.95,,4.0,8.0,64747.43,72009.97,Fast Pass Car Wash,638 North H Street,Lompoc,93436,491,1,chain+street+zip,5.0,West,CA,4,3,99.0,0,1,Express Tunnel,http://www.speedcleancarwashes.com/category/12168/fast-pass-unlimited-car-washes.htm,"Fast Pass Car Wash, 638 North H Street, Lompoc, CA, 93436",34.6482864,-120.4571269
502.4,48.0,0.0,0.0,3666.415569,224.0,13.33579235,0.02,2.8,20,9.0,2.7,0.54,3.0,0.71,2.92,1.35,1.0,15.0,9393.9,10685.42,San Diego Car Care Costa Verde,11030 Rancho Carmel Dr,San Diego,92128,1209,2,chain+street+zip,6.0,West,CA,4,3,0.71,0,1,Express Tunnel,https://sandiegocarcare.com/costa-verde/,"San Diego Car Care Costa Verde, 11030 Rancho Carmel Dr, San Diego, CA, 92128",32.977045,-117.083182
396.6,50.0,0.0,0.0,3632.002094,233.0,14.45874317,0.39,3.4,11,10.0,3.8,0.58,105.0,,1.11,0.65,2.0,13.0,62728.53,69714.63,Encinitas Car Wash,293 N El Camino Real,Encinitas,92024,466,1,chain+street+zip,5.0,West,CA,4,3,99.0,0,3,Full Service,https://encinitas-carwash.com/,"Encinitas Car Wash, 293 N El Camino Real, Encinitas, CA, 92024",33.053915,-117.261008
1186.0,132.0,9.24,47.0,3328.350458,170.0,17.7568306,0.56,3.4,87,9.0,4.3,0.34,498.0,4.67,3.02,2.79,5.0,12.0,94005.02,105324.0,Aqua Bubble Car Wash,5860 Bethelview Rd,Cumming,30040,29,1,chain+street+zip,7.0,South,GA,2,8,4.67,0,1,Express Tunnel,https://aqua-bubble-car-wash.com-place.com/,"Aqua Bubble Car Wash, 5860 Bethelview Rd, Cumming, GA, 30040",34.166594,-84.177567
447.3,46.0,0.0,0.0,3573.447269,256.0,13.44863388,0.08,3.1,54,10.0,4.9,1.36,157.0,3.17,3.94,1.5,,19.0,29135.17,32830.38,San Diego Car Care Costa Verde,8505 Costa Verde Blvd,San Diego,92122,1208,1,chain+street+zip,8.0,West,CA,4,3,3.17,0,1,Express Tunnel,https://sandiegocarcare.com/costa-verde/,"San Diego Car Care Costa Verde, 8505 Costa Verde Blvd, San Diego, CA, 92122",32.8677631,-117.2153321
1082.9,115.0,5.67,46.0,3303.799492,166.0,17.63579235,0.15,4.4,99,10.0,4.8,0.34,18.0,4.7,0.34,3.86,3.0,12.0,80616.39,90968.0,Colonial Car Wash,2900 Wade Hampton Blvd,Taylors,29687,373,3,chain+street+zip,2.0,South,SC,2,34,4.7,0,2,Flex,https://colonialcw.com/wash-services/car-washing/,"Colonial Car Wash, 2900 Wade Hampton Blvd, Taylors, SC, 29687",34.9032573,-82.3325126
1548.8,142.0,15.96,54.0,3117.606322,136.0,16.96803279,0.75,4.1,36,10.0,3.4,0.33,286.0,0.68,1.66,1.1,1.0,5.0,47256.3,53229.0,Champion CW,271 New Shackle Island Rd,Hendersonville,37075,291,9,chain+street+zip,4.0,South,TN,2,36,0.68,0,3,Hand Wash / Detail,https://www.championcarwashanddetailshop.com/,"Champion CW, 271 New Shackle Island Rd, Hendersonville, TN, 37075",36.318523,-86.625336
127.7,21.0,0.84,26.0,3859.090583,104.0,15.58879781,0.08,4.0,74,14.0,4.3,0.29,237.0,1.81,2.18,0.9,2.0,9.0,211804.19,239969.0,Dino Dash Wash,2054 E Riverside Dr,St. George,84790,421,2,chain+street+zip,2.0,West,UT,4,38,1.81,1,1,Express Tunnel,https://www.dinodashcarwash.com/locations/,"Dino Dash Wash, 2054 E Riverside Dr, St. George, UT, 84790",37.098934,-113.538413
608.5,82.0,29.05,116.0,3304.44505,118.0,22.63142077,0.42,3.9,81,3.0,4.6,0.11,216.0,,0.49,,,14.0,10872.56,12018.82,Jc Auto Wash,701 S Dewey St,North Platte,69101,643,1,chain+street+zip,10.0,Midwest,NE,0,23,99.0,0,3,Hand Wash / Detail,https://jcautodetailing.pro/price-list/,"Jc Auto Wash, 701 S Dewey St, North Platte, NE, 69101",41.127633,-100.762562
974.9,106.0,1.96,11.0,3303.935094,143.0,18.54016393,0.43,3.1,13,11.0,,0.23,,,3.16,1.35,1.0,4.0,180989.0,206793.0,Suds Deluxe,233 Wonder World Dr,San Marcos,78666,1356,7,chain+street+zip,2.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://www.sudsdeluxe.com/,"Suds Deluxe, 233 Wonder World Dr, San Marcos, TX, 78666",29.863781,-97.960194
1045.5,156.0,89.39,92.0,3037.011278,155.0,19.51092896,0.12,4.5,61,3.0,3.8,2.54,49.0,,4.28,,2.0,8.0,26957.94,30691.0,Soggy Dog Car Wash,714 Ritter Dr,Glen Morgan,25813,1267,1,chain+street+zip,7.0,South,WV,2,44,99.0,0,2,Mobile,https://soggydogwash.com/contact/,"Soggy Dog Car Wash, 714 Ritter Dr, Glen Morgan, WV, 25813",37.7497422,-81.1410942
983.1,118.0,8.47,15.0,3437.873444,147.0,14.60601093,0.04,2.6,43,5.0,4.6,1.97,1474.0,,0.17,2.68,2.0,2.0,53906.0,61820.0,Go Clean Car Wash,3218 N Monroe St,Tallahassee,32303,557,2,chain+street+zip,2.0,South,FL,2,7,99.0,0,3,Full Service,https://gocleans.co/,"Go Clean Car Wash, 3218 N Monroe St, Tallahassee, FL, 32303",30.486471,-84.316591
1218.6,117.0,45.08,75.0,3076.026283,138.0,19.83907104,0.21,5.0,4,14.0,3.1,0.1,118.0,0.4,,4.73,2.0,3.0,89662.3,96986.0,Texas Car Wash,15 Texas Ave,Island Park,11558,1395,1,chain+street+zip,7.0,Northeast,NY,1,28,0.4,0,1,In-Bay Automatic,https://texascarwashequipment.com/,"Texas Car Wash, 15 Texas Ave, Island Park, NY, 11558",40.6150131,-73.6435134
1119.7,131.0,9.38,43.0,3306.355978,170.0,16.60382514,0.32,3.6,66,7.0,4.1,0.12,151.0,,1.27,1.06,5.0,2.0,181713.94,196996.0,Aloha Car Wash,5360 Laurel Springs Pkwy,Suwanee,30024,9,1,chain+street+zip,10.0,South,GA,2,8,99.0,1,1,Touchless,https://www.alohacarwash.com/,"Aloha Car Wash, 5360 Laurel Springs Pkwy, Suwanee, GA, 30024",34.0854544,-84.1606903
1308.1,90.0,7.21,26.0,3384.657975,144.0,17.94480874,0.16,5.0,2,14.0,4.0,0.35,1.0,,2.33,4.82,1.0,2.0,57090.0,65664.0,Solar City,1210 Pioneer Rd,Mesquite,75149,1268,1,chain+street+zip,2.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://www.solarcitycarwash.com/,"Solar City, 1210 Pioneer Rd, Mesquite, TX, 75149",32.751518,-96.5829
1204.6,136.0,3.5,13.0,3362.105369,134.0,16.09918033,0.18,3.8,8,12.0,4.3,0.47,130.0,,1.05,3.05,2.0,6.0,122725.0,141567.0,Suds Deluxe,24624 Kuykendahl Rd,Tomball,77375,1358,1,chain+street+zip,4.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://www.sudsdeluxe.com/,"Suds Deluxe, 24624 Kuykendahl Rd, Tomball, TX, 77375",30.120209,-95.5538159
1136.9,158.0,0.0,0.0,3697.369875,168.0,17.54453552,0.13,4.2,213,10.0,4.2,0.15,365.0,1.34,2.3,4.11,3.0,4.0,86274.66,99002.0,Rock N Roll Express Car Wash,1615 SE Decker Ave,Stuart,34994,1185,1,chain+street+zip,5.0,South,FL,2,7,1.34,0,1,Express Tunnel,https://rocknrollexpresswash.com/open-now/,"Rock N Roll Express Car Wash, 1615 SE Decker Ave, Stuart, FL, 34994",27.1839874,-80.2413439
1315.7,91.0,8.61,28.0,3403.817017,135.0,21.61174863,0.2,4.0,41,7.0,3.6,0.08,498.0,0.3,0.99,1.62,1.0,12.0,105541.1,121404.0,Carmel Car Wash,2003 S Goliad St,Rockwall,75087,272,3,chain+street+zip,8.0,South,TX,2,37,0.3,0,3,Full Service,https://carmelcarwash.com/,"Carmel Car Wash, 2003 S Goliad St, Rockwall, TX, 75087",32.9123742,-96.4503961
